customer_id,date_of_birth,nationality,country_of_residence,occupation,employment_status,customer_since
ID_C00354,1971-12-21,Spain,Spain,Construction worker,Employed,2021-07-20
ID_C00355,1978-03-02,Spain,Spain,Administrative worker,Self-employed,2018-01-01
ID_C00356,1976-09-15,Spain,Spain,Unemployed,Unemployed,2021-01-22
ID_C00357,1957-08-03,Spain,Spain,Retired,Retired,2021-08-21
ID_C00358,1959-08-11,Spain,Spain,Retired,Retired,2020-05-18
ID_C00359,1979-03-20,China,Spain,Personal service worker,Employed,2023-10-25
ID_C00360,1967-04-23,Spain,Spain,Cleaning worker,Employed,2019-10-01
ID_C00361,1949-08-10,Spain,Spain,Retired,Retired,2018-12-19
ID_C00362,2000-04-19,Spain,Spain,Sales representative,Employed,2021-09-10
ID_C00363,1997-09-11,Spain,Spain,Care worker,Employed,2024-03-18
ID_C00364,2006-01-15,Peru,Spain,Student,Student,2020-08-17
ID_C00365,1965-01-27,Morocco,Spain,Education professional,Self-employed,2018-04-30
ID_C00366,1980-09-22,Spain,Spain,Unemployed,Unemployed,2024-10-16
ID_C00367,1957-08-14,Spain,Spain,Retired,Retired,2021-02-10
ID_C00368,1966-01-16,Spain,Spain,Sales representative,Self-employed,2019-03-19
ID_C00369,1981-11-25,Spain,Spain,Cleaning worker,Employed,2022-04-24
ID_C00370,1940-01-02,Portugal,Spain,Retired,Retired,2020-03-28
ID_C00371,1952-12-14,Spain,Spain,Retired,Retired,2024-07-25
ID_C00372,1987-09-24,Spain,Spain,Administrative worker,Self-employed,2020-01-22
ID_C00373,1986-12-27,Spain,Spain,Other / inactive,Other,2021-11-07
ID_C00374,1986-12-13,Spain,Spain,Retail worker,Self-employed,2021-10-21
ID_C00375,1992-04-24,Spain,Spain,Unemployed,Unemployed,2019-09-12
ID_C00376,1991-10-04,Spain,Spain,Other / inactive,Other,2021-06-30
ID_C00377,1935-03-18,Spain,Spain,Retired,Retired,2018-10-06
ID_C00378,1973-06-22,Spain,Spain,Personal service worker,Employed,2022-07-05
ID_C00379,1985-03-29,Spain,Spain,Manufacturing worker,Employed,2023-04-24
ID_C00380,1965-06-27,Romania,Spain,Other / inactive,Other,2024-08-26
ID_C00381,1971-11-15,Pakistan,Spain,Education professional,Employed,2020-04-13
ID_C00382,1946-06-09,Spain,Spain,Retired,Retired,2019-12-31
ID_C00383,1957-02-03,Spain,Spain,Care worker,Self-employed,2021-11-04
ID_C00384,1972-04-28,Spain,Spain,Business and management professional,Employed,2022-11-07
ID_C00385,1987-10-15,United Kingdom,Spain,Driver,Self-employed,2024-12-12
ID_C00386,1947-07-10,Spain,Spain,Retired,Retired,2018-03-06
ID_C00387,1965-07-24,Spain,Spain,Other / inactive,Other,2019-09-02
ID_C00388,1945-06-07,Spain,Spain,Personal service worker,Self-employed,2019-11-02
ID_C00389,1992-04-16,Spain,Spain,Security worker,Employed,2019-10-16
ID_C00390,1951-08-07,Spain,Spain,Retired,Retired,2021-03-31
ID_C00391,1967-08-20,Spain,Spain,Manufacturing worker,Employed,2024-02-11
ID_C00392,1995-11-24,Spain,Spain,Shop owner,Employed,2018-03-21
ID_C00393,1961-08-14,Spain,Spain,Education professional,Employed,2023-09-18
ID_C00394,1963-12-30,Spain,Spain,Unemployed,Unemployed,2022-04-29
ID_C00395,2006-10-29,Spain,Spain,Student,Student,2022-04-23
ID_C00396,1975-01-29,Spain,Spain,Administrative worker,Employed,2022-10-01
ID_C00397,1954-05-24,Spain,Spain,Retired,Retired,2018-10-23
ID_C00398,1984-05-20,Spain,Spain,Sales representative,Employed,2023-03-25
ID_C00399,1980-01-02,Spain,Spain,Restaurant worker,Employed,2019-09-27
ID_C00400,1978-03-07,Morocco,Spain,Driver,Employed,2021-08-13
ID_C00401,1982-10-06,Spain,Spain,Shop owner,Employed,2022-09-27
ID_C00402,1947-05-09,Morocco,Spain,Education professional,Self-employed,2022-03-25
ID_C00403,1958-02-23,Spain,Spain,Retired,Retired,2020-04-06
ID_C00404,1997-04-15,Spain,Spain,Administrative worker,Employed,2020-10-09
ID_C00405,1948-04-10,Spain,Spain,Other / inactive,Other,2021-05-03
ID_C00406,1959-03-05,Spain,Spain,Retired,Retired,2018-04-16
ID_C00407,1987-02-06,Spain,Spain,Agricultural worker,Self-employed,2023-01-31
ID_C00408,1952-10-05,Spain,Spain,Retired,Retired,2018-09-13
ID_C00409,2000-10-27,Spain,Spain,Unemployed,Unemployed,2021-03-18
ID_C00410,1946-07-01,Spain,Spain,Retired,Retired,2022-08-02
ID_C00411,1970-08-13,Spain,Spain,Unemployed,Unemployed,2018-07-25
ID_C00412,1965-12-02,Spain,Spain,Driver,Employed,2024-12-20
ID_C00413,1998-11-04,Spain,Spain,Construction worker,Employed,2020-08-22
ID_C00414,1938-01-12,Spain,Spain,Retired,Retired,2018-02-10
ID_C00415,2003-12-14,Spain,Spain,Student,Student,2022-08-12
ID_C00416,1983-01-25,Ukraine,Spain,Shop owner,Employed,2021-11-26
ID_C00417,1994-01-10,Spain,Spain,Construction worker,Employed,2022-06-26
ID_C00418,1956-05-27,Spain,Spain,Other / inactive,Other,2023-04-05
ID_C00419,1992-09-29,Spain,Spain,Retail worker,Self-employed,2021-05-01
ID_C00420,1943-01-30,Spain,Spain,Retired,Retired,2023-10-16
ID_C00421,1961-04-17,Spain,Spain,Education professional,Self-employed,2020-08-04
ID_C00422,2001-04-06,Spain,Spain,Student,Student,2021-10-26
ID_C00423,2003-05-26,Spain,Spain,Student,Student,2019-02-10
ID_C00424,2003-12-26,Spain,Spain,Student,Student,2022-05-05
ID_C00425,1968-04-30,Spain,Spain,Manufacturing worker,Employed,2019-10-31
ID_C00426,1952-03-17,Spain,Spain,Retired,Retired,2022-11-17
ID_C00427,1984-02-14,Spain,Spain,Unemployed,Unemployed,2023-08-11
ID_C00428,1951-03-14,Spain,Spain,Healthcare professional,Employed,2024-01-06
ID_C00429,2006-02-18,Spain,Spain,Student,Student,2024-07-03
ID_C00430,1953-07-29,Spain,Spain,Retired,Retired,2018-11-09
ID_C00431,1943-06-03,Spain,Spain,Retired,Retired,2018-12-19
ID_C00432,1959-07-01,Spain,Spain,Other / inactive,Other,2024-06-26
ID_C00433,1969-10-31,Spain,Spain,Unemployed,Unemployed,2020-08-31
ID_C00434,1955-07-31,Spain,Spain,Other / inactive,Other,2018-03-08
ID_C00435,2005-02-26,Spain,Spain,Student,Student,2020-01-04
ID_C00436,1999-05-18,Spain,Spain,Construction worker,Employed,2023-11-09
ID_C00437,1996-04-24,Spain,Spain,Retail worker,Employed,2020-06-26
ID_C00438,1974-10-29,United Kingdom,Spain,Administrative worker,Employed,2018-07-16
ID_C00439,1967-04-23,Spain,Spain,Manufacturing worker,Employed,2023-01-21
ID_C00440,1961-02-20,Spain,Spain,Construction worker,Employed,2019-05-13
ID_C00441,1953-09-26,Spain,Spain,Other / inactive,Other,2020-06-21
ID_C00442,1995-06-06,Spain,Spain,Shop owner,Employed,2018-01-10
ID_C00443,1961-02-04,Morocco,Spain,Healthcare professional,Employed,2022-03-20
ID_C00444,1996-09-08,Honduras,Spain,Unemployed,Unemployed,2021-02-12
ID_C00445,1989-03-18,France,Spain,Construction worker,Employed,2024-01-27
ID_C00446,1970-11-13,Spain,Spain,Agricultural worker,Self-employed,2020-05-04
ID_C00447,1935-10-31,Spain,Spain,Retired,Retired,2019-06-08
ID_C00448,1961-05-15,Spain,Spain,Unemployed,Unemployed,2019-03-01
ID_C00449,2002-07-22,Spain,Spain,Administrative worker,Employed,2019-05-27
ID_C00450,1969-07-27,Spain,Spain,Healthcare professional,Employed,2021-02-27
ID_C00451,2005-08-27,Spain,Spain,Agricultural worker,Employed,2018-08-11
ID_C00452,1950-01-26,Spain,Spain,Retired,Retired,2020-10-25
ID_C00453,1970-04-29,Spain,Spain,Administrative worker,Employed,2023-12-26
ID_C00454,1998-03-04,Spain,Spain,Sales representative,Employed,2023-05-17
ID_C00455,1995-09-12,Spain,Spain,Shop owner,Employed,2022-06-18
ID_C00456,2000-01-26,Spain,Spain,Restaurant worker,Self-employed,2024-04-02
ID_C00457,1935-07-08,Spain,Spain,Retired,Retired,2023-06-19
ID_C00458,1976-09-22,Spain,Spain,Driver,Employed,2022-07-27
ID_C00459,1958-12-13,Spain,Spain,Retired,Retired,2024-01-16
ID_C00460,1965-04-16,Spain,Spain,Unemployed,Unemployed,2018-11-15
ID_C00461,1973-01-03,Spain,Spain,Education professional,Employed,2023-09-24
ID_C00462,1997-09-22,Spain,Spain,Administrative worker,Self-employed,2020-01-26
ID_C00463,1950-01-01,Spain,Spain,Restaurant worker,Employed,2023-02-18
ID_C00464,1990-01-25,Spain,Spain,Science and engineering professional,Employed,2024-05-24
ID_C00465,1972-12-27,Spain,Spain,Restaurant worker,Self-employed,2021-06-22
ID_C00466,1969-11-11,Spain,Spain,Science and engineering professional,Employed,2018-08-15
ID_C00467,1964-09-15,Spain,Spain,Healthcare professional,Employed,2020-08-04
ID_C00468,1944-10-31,Spain,Spain,Retired,Retired,2020-11-06
ID_C00469,1993-01-28,Spain,Spain,Unemployed,Unemployed,2024-07-23
ID_C00470,1980-02-02,Spain,Spain,Cleaning worker,Employed,2024-08-06
ID_C00471,1972-04-19,Spain,Spain,Cleaning worker,Employed,2021-12-24
ID_C00472,1974-01-09,Spain,Spain,Science and engineering professional,Employed,2024-08-27
ID_C00473,1996-11-20,Venezuela,Spain,Construction worker,Employed,2021-01-20
ID_C00474,1998-01-21,Spain,Spain,Cleaning worker,Employed,2020-11-17
ID_C00475,1981-07-18,Spain,Spain,Agricultural worker,Employed,2023-11-09
ID_C00476,1987-11-08,Italy,Spain,Care worker,Employed,2022-09-03
ID_C00477,1976-09-25,Spain,Spain,Restaurant worker,Employed,2021-08-28
ID_C00478,1967-03-27,Spain,Spain,Manufacturing worker,Self-employed,2021-03-13
ID_C00479,1968-06-20,Morocco,Spain,Cleaning worker,Employed,2022-12-10
ID_C00480,1976-07-19,Spain,Spain,Education professional,Self-employed,2023-04-11
ID_C00481,1979-10-08,Spain,Spain,Construction worker,Employed,2021-06-08
ID_C00482,2000-06-04,Spain,Spain,Retail worker,Employed,2018-03-22
ID_C00483,1968-04-14,Spain,Spain,Healthcare professional,Employed,2018-09-18
ID_C00484,1989-10-18,Spain,Spain,Business and management professional,Employed,2019-01-04
ID_C00485,2005-11-20,Spain,Spain,Student,Student,2021-03-27
ID_C00486,1972-06-27,Spain,Spain,Retail worker,Employed,2022-04-20
ID_C00487,1979-01-11,Spain,Spain,Personal service worker,Self-employed,2023-08-18
ID_C00488,2000-07-01,Spain,Spain,Manufacturing worker,Employed,2019-08-18
ID_C00489,1979-11-21,Spain,Spain,Unemployed,Unemployed,2023-07-05
ID_C00490,1975-12-28,Spain,Spain,Care worker,Employed,2022-08-31
ID_C00491,1968-05-26,Germany,Spain,Science and engineering professional,Self-employed,2018-05-13
ID_C00492,1966-02-24,Spain,Spain,Science and engineering professional,Employed,2020-06-17
ID_C00493,1970-07-28,Spain,Spain,Shop owner,Employed,2020-02-13
ID_C00494,1987-10-31,Spain,Spain,Cleaning worker,Employed,2024-03-17
ID_C00495,1956-12-10,Spain,Spain,Other / inactive,Other,2024-06-13
ID_C00496,1976-01-19,Spain,Spain,Restaurant worker,Employed,2023-09-26
ID_C00497,1975-04-17,Spain,Spain,Sales representative,Employed,2021-09-12
ID_C00498,1963-06-24,Spain,Spain,Sales representative,Employed,2021-06-14
ID_C00499,1986-02-05,Romania,Spain,Restaurant worker,Self-employed,2020-03-07
ID_C00500,1972-11-19,Bulgaria,Spain,Care worker,Employed,2023-05-31
