transaction_id,customer_id,merchant_id,timestamp,amount,currency,country,city,device_id,payment_method,is_online,transaction_type
TX_2026_00003229,ID_C00064,M0118,2026-01-07 17:55:31,75.24,EUR,Spain,Madrid,DEV_CUST_00064_1,Bank Transfer,True,Online Payment
TX_2026_00003230,ID_C00066,M0237,2026-01-07 20:30:11,4.27,EUR,Spain,Las Palmas de Gran Canaria,DEV_CUST_00066_1,Contactless Card,False,Card Payment
TX_2026_00003231,ID_C00067,M0212,2026-01-07 20:46:32,10.25,EUR,Spain,Murcia,DEV_CUST_00067_3,Contactless Card,False,Card Payment
TX_2026_00003232,ID_C00068,M0194,2026-01-07 20:19:38,7.46,EUR,Spain,Córdoba,DEV_CUST_00068_1,Digital Wallet,True,Online Payment
TX_2026_00003233,ID_C00068,M0110,2026-01-07 22:31:30,66.82,EUR,Spain,Murcia,DEV_CUST_00068_1,Online Card,True,Online Payment
TX_2026_00003234,ID_C00068,M0094,2026-01-07 05:21:39,24.7,EUR,Spain,Madrid,DEV_CUST_00068_1,Bank Transfer,True,Online Payment
TX_2026_00003235,ID_C00068,M0105,2026-01-07 16:12:53,39.26,EUR,Spain,Madrid,DEV_CUST_00068_1,Online Card,True,Online Payment
TX_2026_00003236,ID_C00072,M0044,2026-01-07 15:34:50,20.0,EUR,Spain,Zaragoza,DEV_CUST_00072_1,Contactless Card,False,Card Payment
TX_2026_00003237,ID_C00073,M0179,2026-01-07 17:51:47,35.9,EUR,Spain,Valencia,DEV_CUST_00073_1,Chip & PIN,False,Card Payment
TX_2026_00003238,ID_C00075,M0025,2026-01-07 14:08:12,16.68,EUR,Spain,Las Palmas de Gran Canaria,DEV_CUST_00075_1,Digital Wallet,True,Online Payment
TX_2026_00003239,ID_C00078,M0241,2026-01-07 22:40:38,17.18,EUR,Spain,Madrid,DEV_CUST_00078_1,Cash Withdrawal,False,Card Payment
TX_2026_00003240,ID_C00078,M0037,2026-01-07 08:16:32,84.25,EUR,Spain,Valencia,DEV_CUST_00078_1,Chip & PIN,False,Card Payment
TX_2026_00003241,ID_C00082,M0089,2026-01-07 22:09:39,28.76,EUR,Spain,Zaragoza,DEV_CUST_00082_2,Online Card,True,Online Payment
TX_2026_00003242,ID_C00082,M0077,2026-01-07 08:36:40,18.74,EUR,Spain,Córdoba,DEV_CUST_00082_1,Chip & PIN,False,Card Payment
TX_2026_00003243,ID_C00082,M0035,2026-01-07 08:27:49,9.33,EUR,Spain,Málaga,DEV_CUST_00082_1,Online Card,True,Online Payment
TX_2026_00003244,ID_C00083,M0205,2026-01-07 18:55:23,34.8,EUR,Spain,Málaga,DEV_CUST_00083_1,Contactless Card,False,Card Payment
TX_2026_00003245,ID_C00084,M0181,2026-01-07 19:21:16,77.59,EUR,Spain,Vigo,DEV_CUST_00084_1,Digital Wallet,True,Online Payment
TX_2026_00003246,ID_C00085,M0210,2026-01-07 12:46:01,45.2,EUR,Spain,Madrid,DEV_CUST_00085_1,Online Card,True,Online Payment
TX_2026_00003247,ID_C00086,M0115,2026-01-07 19:36:02,22.7,EUR,Spain,Barcelona,DEV_CUST_00086_2,Digital Wallet,True,Online Payment
TX_2026_00003248,ID_C00087,M0057,2026-01-07 14:38:22,49.18,EUR,Spain,Madrid,DEV_CUST_00087_1,Online Card,True,Online Payment
TX_2026_00003249,ID_C00089,M0132,2026-01-07 08:28:08,22.26,EUR,Spain,Madrid,DEV_CUST_00089_2,Digital Wallet,True,Online Payment
TX_2026_00003250,ID_C00090,M0196,2026-01-07 18:59:52,32.06,EUR,Spain,Madrid,DEV_CUST_00090_2,Online Card,True,Online Payment
TX_2026_00003251,ID_C00090,M0141,2026-01-07 15:44:32,51.56,EUR,Spain,Valladolid,DEV_CUST_00090_2,Online Card,True,Online Payment
TX_2026_00003252,ID_C00090,M0172,2026-01-07 10:44:55,87.13,EUR,Spain,Barcelona,DEV_CUST_00090_1,Online Card,True,Online Payment
TX_2026_00003253,ID_C00090,M0233,2026-01-07 20:19:47,53.43,EUR,Spain,Las Palmas de Gran Canaria,DEV_CUST_00090_1,Contactless Card,False,Card Payment
TX_2026_00003254,ID_C00091,M0036,2026-01-07 07:38:34,18.61,EUR,Spain,Valladolid,DEV_CUST_00091_3,Bank Transfer,True,Online Payment
TX_2026_00003255,ID_C00092,M0132,2026-01-07 09:01:53,43.73,EUR,Spain,Madrid,DEV_CUST_00092_2,Online Card,True,Online Payment
TX_2026_00003256,ID_C00092,M0114,2026-01-07 09:37:10,57.0,EUR,Spain,Madrid,DEV_CUST_00092_1,Online Card,True,Online Payment
TX_2026_00003257,ID_C00095,M0247,2026-01-07 10:44:55,143.92,EUR,Spain,Barcelona,DEV_CUST_00095_1,Chip & PIN,False,Card Payment
TX_2026_00003258,ID_C00096,M0130,2026-01-07 07:28:03,29.71,EUR,Spain,Las Palmas de Gran Canaria,DEV_CUST_00096_1,Contactless Card,False,Card Payment
TX_2026_00003259,ID_C00096,M0181,2026-01-07 18:24:30,33.78,EUR,Spain,Vigo,DEV_CUST_00096_1,Contactless Card,False,Card Payment
TX_2026_00003260,ID_C00096,M0169,2026-01-07 15:12:34,71.3,EUR,Spain,Seville,DEV_CUST_00096_2,Contactless Card,False,Card Payment
TX_2026_00003261,ID_C00098,M0204,2026-01-07 11:35:46,26.81,EUR,Spain,Barcelona,DEV_CUST_00098_3,Digital Wallet,True,Online Payment
TX_2026_00003262,ID_C00099,M0199,2026-01-07 13:54:41,25.6,EUR,Spain,Murcia,DEV_CUST_00099_2,Digital Wallet,True,Online Payment
TX_2026_00003263,ID_C00100,M0137,2026-01-07 14:29:26,75.11,EUR,Spain,Madrid,DEV_CUST_00100_1,Chip & PIN,False,Card Payment
TX_2026_00003264,ID_C00103,M0037,2026-01-07 10:39:06,99.19,EUR,Spain,Valencia,DEV_CUST_00103_5,Online Card,True,Online Payment
TX_2026_00003265,ID_C00105,M0240,2026-01-07 08:41:41,28.29,EUR,Spain,Seville,DEV_CUST_00105_2,Cash Withdrawal,False,Card Payment
TX_2026_00003266,ID_C00106,M0003,2026-01-07 15:26:20,19.29,EUR,Spain,Palma,DEV_CUST_00106_1,Digital Wallet,True,Online Payment
TX_2026_00003267,ID_C00108,M0084,2026-01-07 18:37:48,30.77,EUR,Germany,Berlin,DEV_CUST_00108_1,Online Card,True,Online Payment
TX_2026_00003268,ID_C00108,M0133,2026-01-07 10:35:56,111.45,EUR,Germany,Berlin,DEV_CUST_00108_1,Online Card,True,Online Payment
TX_2026_00003269,ID_C00109,M0075,2026-01-07 15:25:23,13.45,EUR,Spain,Barcelona,DEV_CUST_00109_2,Contactless Card,False,Card Payment
TX_2026_00003270,ID_C00111,M0004,2026-01-07 11:46:39,30.86,EUR,Spain,Madrid,DEV_CUST_00111_1,Contactless Card,False,Card Payment
TX_2026_00003271,ID_C00111,M0097,2026-01-07 08:44:57,27.53,EUR,Spain,Bilbao,DEV_CUST_00111_1,Chip & PIN,False,Card Payment
TX_2026_00003272,ID_C00111,M0228,2026-01-07 02:13:57,32.99,EUR,Spain,Palma,DEV_CUST_00111_1,Digital Wallet,True,Online Payment
TX_2026_00003273,ID_C00115,M0201,2026-01-07 15:54:08,39.54,EUR,Spain,Zaragoza,DEV_CUST_00115_1,Online Card,True,Online Payment
TX_2026_00003274,ID_C00116,M0181,2026-01-07 09:52:44,13.35,EUR,Spain,Vigo,DEV_CUST_00116_2,Chip & PIN,False,Card Payment
TX_2026_00003275,ID_C00117,M0231,2026-01-07 13:34:18,12.87,EUR,Spain,Madrid,DEV_CUST_00117_2,Digital Wallet,True,Online Payment
TX_2026_00003276,ID_C00118,M0249,2026-01-07 08:52:50,4.8,EUR,Spain,Barcelona,DEV_CUST_00118_1,Contactless Card,False,Card Payment
TX_2026_00003277,ID_C00119,M0126,2026-01-07 19:56:15,67.14,EUR,Spain,Zaragoza,DEV_CUST_00119_1,Contactless Card,False,Card Payment
TX_2026_00003278,ID_C00120,M0165,2026-01-07 14:55:11,14.17,EUR,Spain,Palma,DEV_CUST_00120_2,Online Card,True,Online Payment
TX_2026_00003279,ID_C00120,M0168,2026-01-07 21:29:36,9.65,EUR,Spain,Barcelona,DEV_CUST_00120_2,Contactless Card,False,Card Payment
TX_2026_00003280,ID_C00122,M0223,2026-01-07 07:24:24,111.02,EUR,Spain,Valencia,DEV_CUST_00122_2,Cash Withdrawal,False,Card Payment
TX_2026_00003281,ID_C00123,M0003,2026-01-07 11:43:06,39.61,EUR,Spain,Palma,DEV_CUST_00123_2,Contactless Card,False,Card Payment
TX_2026_00003282,ID_C00123,M0223,2026-01-07 14:29:05,11.52,EUR,Spain,Valencia,DEV_CUST_00123_3,Digital Wallet,True,Online Payment
TX_2026_00003283,ID_C00125,M0061,2026-01-07 11:40:49,19.72,EUR,Spain,Alicante,DEV_CUST_00125_2,Online Card,True,Online Payment
TX_2026_00003284,ID_C00126,M0188,2026-01-07 18:02:21,40.74,EUR,Spain,Madrid,DEV_CUST_00126_1,Bank Transfer,True,Online Payment
TX_2026_00003285,ID_C00131,M0118,2026-01-07 17:33:30,69.33,EUR,Spain,Madrid,DEV_CUST_00131_1,Online Card,True,Online Payment
TX_2026_00003286,ID_C00132,M0004,2026-01-07 19:07:01,17.41,EUR,Spain,Madrid,DEV_CUST_00132_1,Chip & PIN,False,Card Payment
TX_2026_00003287,ID_C00133,M0240,2026-01-07 21:09:20,43.87,EUR,Spain,Seville,DEV_CUST_00133_1,Online Card,True,Online Payment
TX_2026_00003288,ID_C00133,M0046,2026-01-07 06:33:21,32.36,EUR,Spain,Valladolid,DEV_CUST_00133_1,Contactless Card,False,Card Payment
TX_2026_00003289,ID_C00138,M0203,2026-01-07 20:17:23,85.83,EUR,Spain,Málaga,DEV_CUST_00138_1,Chip & PIN,False,Card Payment
TX_2026_00003290,ID_C00138,M0112,2026-01-07 16:01:04,26.07,EUR,Spain,Seville,DEV_CUST_00138_1,Chip & PIN,False,Card Payment
TX_2026_00003291,ID_C00140,M0195,2026-01-07 19:19:49,117.46,EUR,Spain,Madrid,DEV_CUST_00140_2,Contactless Card,False,Card Payment
TX_2026_00003292,ID_C00140,M0191,2026-01-07 10:28:32,69.62,EUR,Spain,Vigo,DEV_CUST_00140_2,Online Card,True,Online Payment
TX_2026_00003293,ID_C00140,M0226,2026-01-07 14:10:50,31.36,EUR,Spain,Madrid,DEV_CUST_00140_1,Online Card,True,Online Payment
TX_2026_00003294,ID_C00140,M0238,2026-01-07 14:24:52,83.38,EUR,Spain,Seville,DEV_CUST_00140_2,Digital Wallet,True,Online Payment
TX_2026_00003295,ID_C00141,M0214,2026-01-07 15:18:10,91.54,EUR,Spain,Barcelona,DEV_CUST_00141_1,Online Card,True,Online Payment
TX_2026_00003296,ID_C00145,M0091,2026-01-07 07:02:55,17.47,EUR,Spain,Madrid,DEV_CUST_00145_1,Contactless Card,False,Card Payment
TX_2026_00003297,ID_C00146,M0020,2026-01-07 19:25:15,23.21,EUR,Spain,Seville,DEV_CUST_00146_2,Bank Transfer,True,Online Payment
TX_2026_00003298,ID_C00146,M0075,2026-01-07 13:16:31,48.22,EUR,Spain,Barcelona,DEV_CUST_00146_2,Digital Wallet,True,Online Payment
TX_2026_00003299,ID_C00149,M0235,2026-01-07 07:58:06,12.18,EUR,Spain,Gijón,DEV_CUST_00149_1,Online Card,True,Online Payment
TX_2026_00003300,ID_C00149,M0090,2026-01-07 17:08:13,30.36,EUR,Spain,Madrid,DEV_CUST_00149_1,Contactless Card,False,Card Payment
TX_2026_00003301,ID_C00149,M0136,2026-01-07 07:11:15,6.45,EUR,Spain,Barcelona,DEV_CUST_00149_1,Bank Transfer,True,Online Payment
TX_2026_00003302,ID_C00153,M0031,2026-01-07 11:16:13,36.41,EUR,Spain,Madrid,DEV_CUST_00153_2,Online Card,True,Online Payment
TX_2026_00003303,ID_C00153,M0226,2026-01-07 16:45:14,74.97,EUR,Spain,Madrid,DEV_CUST_00153_2,Online Card,True,Online Payment
TX_2026_00003304,ID_C00154,M0122,2026-01-07 14:05:58,11.05,EUR,Spain,Seville,DEV_CUST_00154_1,Chip & PIN,False,Card Payment
TX_2026_00003305,ID_C00156,M0146,2026-01-07 19:30:08,13.28,EUR,Spain,Seville,DEV_CUST_00156_1,Cash Withdrawal,False,Card Payment
TX_2026_00003306,ID_C00156,M0066,2026-01-07 19:03:15,23.01,EUR,Spain,Murcia,DEV_CUST_00156_2,Bank Transfer,True,Online Payment
TX_2026_00003307,ID_C00156,M0179,2026-01-07 16:29:11,15.98,EUR,Spain,Valencia,DEV_CUST_00156_1,Contactless Card,False,Card Payment
TX_2026_00003308,ID_C00157,M0035,2026-01-07 07:36:07,24.35,EUR,Spain,Málaga,DEV_CUST_00157_2,Online Card,True,Online Payment
TX_2026_00003309,ID_C00157,M0123,2026-01-07 20:05:08,35.7,EUR,Spain,Málaga,DEV_CUST_00157_3,Online Card,True,Online Payment
TX_2026_00003310,ID_C00157,M0083,2026-01-07 17:22:43,20.16,EUR,Spain,Alicante,DEV_CUST_00157_1,Contactless Card,False,Card Payment
TX_2026_00003311,ID_C00158,M0145,2026-01-07 20:19:15,21.29,EUR,Spain,Madrid,DEV_CUST_00158_2,Chip & PIN,False,Card Payment
TX_2026_00003312,ID_C00158,M0014,2026-01-07 14:14:50,47.62,EUR,Spain,Barcelona,DEV_CUST_00158_2,Chip & PIN,False,Card Payment
TX_2026_00003313,ID_C00159,M0157,2026-01-07 20:01:33,19.33,EUR,Spain,Zaragoza,DEV_CUST_00159_1,Chip & PIN,False,Card Payment
TX_2026_00003314,ID_C00159,M0030,2026-01-07 06:04:17,38.95,EUR,Spain,Málaga,DEV_CUST_00159_2,Chip & PIN,False,Card Payment
TX_2026_00003315,ID_C00159,M0107,2026-01-07 18:37:22,58.35,EUR,Spain,Málaga,DEV_CUST_00159_1,Online Card,True,Online Payment
TX_2026_00003316,ID_C00162,M0077,2026-01-07 13:43:38,26.07,EUR,Spain,Córdoba,DEV_CUST_00162_1,Contactless Card,False,Card Payment
TX_2026_00003317,ID_C00162,M0234,2026-01-07 17:10:34,10.79,EUR,Spain,Valencia,DEV_CUST_00162_1,Contactless Card,False,Card Payment
TX_2026_00003318,ID_C00163,M0092,2026-01-07 07:29:07,51.68,EUR,Spain,Córdoba,DEV_CUST_00163_4,Online Card,True,Online Payment
TX_2026_00003319,ID_C00164,M0095,2026-01-07 14:48:05,32.38,EUR,Spain,Madrid,DEV_CUST_00164_3,Online Card,True,Online Payment
TX_2026_00003320,ID_C00165,M0086,2026-01-07 19:44:05,52.22,EUR,Spain,Madrid,DEV_CUST_00165_1,Online Card,True,Online Payment
TX_2026_00003321,ID_C00168,M0089,2026-01-07 10:04:34,43.7,EUR,Spain,Zaragoza,DEV_CUST_00168_2,Contactless Card,False,Card Payment
TX_2026_00003322,ID_C00170,M0091,2026-01-07 13:30:23,26.05,EUR,Spain,Madrid,DEV_CUST_00170_1,Contactless Card,False,Card Payment
TX_2026_00003323,ID_C00172,M0157,2026-01-07 07:14:08,21.21,EUR,Spain,Zaragoza,DEV_CUST_00172_2,Online Card,True,Online Payment
TX_2026_00003324,ID_C00173,M0065,2026-01-07 12:03:05,19.28,EUR,Spain,Valencia,DEV_CUST_00173_1,Contactless Card,False,Card Payment
TX_2026_00003325,ID_C00175,M0249,2026-01-07 04:58:34,41.02,EUR,Spain,Barcelona,DEV_CUST_00175_2,Online Card,True,Online Payment
TX_2026_00003326,ID_C00175,M0247,2026-01-07 19:59:02,13.75,EUR,Spain,Barcelona,DEV_CUST_00175_2,Contactless Card,False,Card Payment
TX_2026_00003327,ID_C00175,M0061,2026-01-07 17:13:11,96.74,EUR,Spain,Alicante,DEV_CUST_00175_1,Online Card,True,Online Payment
TX_2026_00003328,ID_C00177,M0089,2026-01-07 14:55:40,59.37,EUR,Spain,Zaragoza,DEV_CUST_00177_3,Contactless Card,False,Card Payment
TX_2026_00003329,ID_C00178,M0199,2026-01-07 14:13:16,33.9,EUR,Spain,Murcia,DEV_CUST_00178_2,Contactless Card,False,Card Payment
TX_2026_00003330,ID_C00179,M0153,2026-01-07 15:53:38,41.17,EUR,Spain,Valencia,DEV_CUST_00179_4,Contactless Card,False,Card Payment
TX_2026_00003331,ID_C00181,M0106,2026-01-07 15:40:26,16.82,EUR,Spain,Valencia,DEV_CUST_00181_1,Contactless Card,False,Card Payment
TX_2026_00003332,ID_C00181,M0142,2026-01-07 06:20:58,19.96,EUR,Spain,Palma,DEV_CUST_00181_1,Chip & PIN,False,Card Payment
TX_2026_00003333,ID_C00183,M0037,2026-01-07 10:42:37,23.43,EUR,Spain,Valencia,DEV_CUST_00183_1,Digital Wallet,True,Online Payment
TX_2026_00003334,ID_C00183,M0010,2026-01-07 06:40:11,23.19,EUR,United Arab Emirates,Dubai,DEV_CUST_00183_1,Online Card,True,Online Payment
TX_2026_00003335,ID_C00185,M0235,2026-01-07 05:38:30,26.22,EUR,Spain,Gijón,DEV_CUST_00185_1,Chip & PIN,False,Card Payment
TX_2026_00003336,ID_C00185,M0226,2026-01-07 15:49:49,22.81,EUR,Spain,Madrid,DEV_CUST_00185_3,Contactless Card,False,Card Payment
TX_2026_00003337,ID_C00186,M0160,2026-01-07 19:47:07,64.35,EUR,Spain,Málaga,DEV_UNKNOWN_9601,Digital Wallet,True,Online Payment
TX_2026_00003338,ID_C00187,M0041,2026-01-07 09:27:34,21.62,EUR,Spain,Barcelona,DEV_CUST_00187_3,Contactless Card,False,Card Payment
TX_2026_00003339,ID_C00187,M0008,2026-01-07 10:27:54,22.0,EUR,Spain,Madrid,DEV_CUST_00187_1,Digital Wallet,True,Online Payment
TX_2026_00003340,ID_C00188,M0048,2026-01-07 13:46:37,19.27,EUR,Spain,Zaragoza,DEV_CUST_00188_1,Online Card,True,Online Payment
TX_2026_00003341,ID_C00190,M0027,2026-01-07 20:02:23,18.54,EUR,Spain,Madrid,DEV_CUST_00190_2,Chip & PIN,False,Card Payment
TX_2026_00003342,ID_C00191,M0204,2026-01-07 20:01:29,31.03,EUR,Spain,Barcelona,DEV_CUST_00191_2,Contactless Card,False,Card Payment
TX_2026_00003343,ID_C00193,M0225,2026-01-07 19:26:57,15.51,EUR,Spain,Barcelona,DEV_CUST_00193_2,Digital Wallet,True,Online Payment
TX_2026_00003344,ID_C00193,M0102,2026-01-07 07:42:51,25.24,EUR,Spain,Madrid,DEV_CUST_00193_3,Bank Transfer,True,Online Payment
TX_2026_00003345,ID_C00195,M0062,2026-01-07 23:14:18,37.08,EUR,Spain,Barcelona,DEV_CUST_00195_1,Online Card,True,Online Payment
TX_2026_00003346,ID_C00195,M0206,2026-01-07 01:16:07,31.1,EUR,Spain,Bilbao,DEV_CUST_00195_2,Online Card,True,Online Payment
TX_2026_00003347,ID_C00196,M0149,2026-01-07 06:10:32,44.69,EUR,Spain,Bilbao,DEV_CUST_00196_1,Online Card,True,Online Payment
TX_2026_00003348,ID_C00196,M0096,2026-01-07 16:09:32,21.99,EUR,Spain,Palma,DEV_CUST_00196_1,Contactless Card,False,Card Payment
TX_2026_00003349,ID_C00199,M0234,2026-01-07 10:48:58,58.36,EUR,Spain,Valencia,DEV_CUST_00199_1,Online Card,True,Online Payment
TX_2026_00003350,ID_C00199,M0156,2026-01-07 15:19:47,86.07,EUR,Spain,Barcelona,DEV_CUST_00199_1,Online Card,True,Online Payment
TX_2026_00003351,ID_C00202,M0148,2026-01-07 20:31:32,22.62,EUR,Spain,Gijón,DEV_CUST_00202_1,Contactless Card,False,Card Payment
TX_2026_00003352,ID_C00203,M0178,2026-01-07 12:22:51,52.28,EUR,Spain,Gijón,DEV_CUST_00203_1,Chip & PIN,False,Card Payment
TX_2026_00003353,ID_C00203,M0203,2026-01-07 12:20:12,32.4,EUR,Spain,Málaga,DEV_CUST_00203_1,Online Card,True,Online Payment
TX_2026_00003354,ID_C00204,M0215,2026-01-07 20:39:00,64.22,EUR,Spain,Zaragoza,DEV_CUST_00204_1,Digital Wallet,True,Online Payment
TX_2026_00003355,ID_C00206,M0188,2026-01-07 22:31:51,43.01,EUR,Spain,Madrid,DEV_CUST_00206_1,Online Card,True,Online Payment
TX_2026_00003356,ID_C00206,M0011,2026-01-07 15:51:53,23.83,EUR,United States,Miami,DEV_CUST_00206_1,Online Card,True,Online Payment
TX_2026_00003357,ID_C00206,M0214,2026-01-07 12:10:02,24.24,EUR,Spain,Barcelona,DEV_CUST_00206_1,Digital Wallet,True,Online Payment
TX_2026_00003358,ID_C00208,M0003,2026-01-07 08:20:28,45.9,EUR,Spain,Palma,DEV_CUST_00208_1,Contactless Card,False,Card Payment
TX_2026_00003359,ID_C00208,M0127,2026-01-07 12:07:13,63.87,EUR,Spain,Seville,DEV_CUST_00208_2,Contactless Card,False,Card Payment
TX_2026_00003360,ID_C00208,M0204,2026-01-07 12:18:36,28.21,EUR,Spain,Barcelona,DEV_CUST_00208_1,Cash Withdrawal,False,Card Payment
TX_2026_00003361,ID_C00209,M0081,2026-01-07 00:47:34,74.69,EUR,Spain,Gijón,DEV_CUST_00209_4,Contactless Card,False,Card Payment
TX_2026_00003362,ID_C00209,M0138,2026-01-07 05:10:19,45.5,EUR,Spain,Bilbao,DEV_CUST_00209_2,Contactless Card,False,Card Payment
TX_2026_00003363,ID_C00209,M0173,2026-01-07 10:34:03,134.47,EUR,Spain,Madrid,DEV_CUST_00209_1,Contactless Card,False,Card Payment
TX_2026_00003364,ID_C00210,M0234,2026-01-07 21:00:07,132.88,EUR,Spain,Valencia,DEV_CUST_00210_2,Contactless Card,False,Card Payment
TX_2026_00003365,ID_C00210,M0228,2026-01-07 11:34:47,62.51,EUR,Spain,Palma,DEV_CUST_00210_2,Contactless Card,False,Card Payment
TX_2026_00003366,ID_C00211,M0112,2026-01-07 20:51:15,43.86,EUR,Spain,Seville,DEV_CUST_00211_1,Chip & PIN,False,Card Payment
TX_2026_00003367,ID_C00211,M0142,2026-01-07 03:40:31,113.58,EUR,Spain,Palma,DEV_CUST_00211_2,Cash Withdrawal,False,Card Payment
TX_2026_00003368,ID_C00211,M0008,2026-01-07 15:52:58,79.43,EUR,Spain,Madrid,DEV_CUST_00211_2,Online Card,True,Online Payment
TX_2026_00003369,ID_C00211,M0186,2026-01-07 17:07:34,141.36,EUR,Spain,Barcelona,DEV_CUST_00211_1,Contactless Card,False,Card Payment
TX_2026_00003370,ID_C00212,M0043,2026-01-07 11:20:54,72.66,EUR,Spain,Alicante,DEV_CUST_00212_1,Contactless Card,False,Card Payment
TX_2026_00003371,ID_C00215,M0227,2026-01-07 08:37:41,37.84,EUR,Spain,Córdoba,DEV_CUST_00215_1,Chip & PIN,False,Card Payment
TX_2026_00003372,ID_C00216,M0088,2026-01-07 14:28:03,36.64,EUR,France,Paris,DEV_CUST_00216_1,Chip & PIN,False,Card Payment
TX_2026_00003373,ID_C00216,M0116,2026-01-07 12:01:19,42.76,EUR,Spain,Zaragoza,DEV_CUST_00216_1,Chip & PIN,False,Card Payment
TX_2026_00003374,ID_C00217,M0021,2026-01-07 05:31:12,62.87,EUR,Spain,Bilbao,DEV_CUST_00217_3,Online Card,True,Online Payment
TX_2026_00003375,ID_C00218,M0087,2026-01-07 12:40:40,28.6,EUR,Spain,Málaga,DEV_CUST_00218_2,Contactless Card,False,Card Payment
TX_2026_00003376,ID_C00218,M0012,2026-01-07 14:42:06,36.0,EUR,Spain,Madrid,DEV_CUST_00218_1,Online Card,True,Online Payment
TX_2026_00003377,ID_C00218,M0006,2026-01-07 14:56:52,34.08,EUR,Italy,Rome,DEV_CUST_00218_1,Digital Wallet,True,Online Payment
TX_2026_00003378,ID_C00219,M0037,2026-01-07 12:37:38,24.13,EUR,Spain,Valencia,DEV_CUST_00219_1,Online Card,True,Online Payment
TX_2026_00003379,ID_C00219,M0045,2026-01-07 12:22:49,26.58,EUR,Spain,Murcia,DEV_CUST_00219_4,Contactless Card,False,Card Payment
TX_2026_00003380,ID_C00219,M0168,2026-01-07 19:41:53,19.46,EUR,Spain,Barcelona,DEV_CUST_00219_2,Chip & PIN,False,Card Payment
TX_2026_00003381,ID_C00220,M0058,2026-01-07 21:12:00,18.74,EUR,Spain,Madrid,DEV_CUST_00220_2,Digital Wallet,True,Online Payment
TX_2026_00003382,ID_C00221,M0081,2026-01-07 20:25:01,70.47,EUR,Spain,Gijón,DEV_CUST_00221_2,Contactless Card,False,Card Payment
TX_2026_00003383,ID_C00222,M0114,2026-01-07 09:48:45,39.9,EUR,Spain,Madrid,DEV_CUST_00222_1,Online Card,True,Online Payment
TX_2026_00003384,ID_C00222,M0248,2026-01-07 18:35:28,99.2,EUR,United Arab Emirates,Dubai,DEV_CUST_00222_1,Chip & PIN,False,Card Payment
TX_2026_00003385,ID_C00224,M0065,2026-01-07 14:41:57,100.47,EUR,Spain,Valencia,DEV_CUST_00224_1,Chip & PIN,False,Card Payment
TX_2026_00003386,ID_C00224,M0235,2026-01-07 18:10:19,49.25,EUR,Spain,Gijón,DEV_CUST_00224_2,Contactless Card,False,Card Payment
TX_2026_00003387,ID_C00224,M0024,2026-01-07 08:01:32,810.77,EUR,Spain,Córdoba,DEV_CUST_00224_1,Contactless Card,False,Card Payment
TX_2026_00003388,ID_C00226,M0001,2026-01-07 15:07:37,64.14,EUR,Spain,Alicante,DEV_CUST_00226_1,Chip & PIN,False,Card Payment
TX_2026_00003389,ID_C00227,M0071,2026-01-07 18:08:52,19.78,EUR,Spain,Bilbao,DEV_CUST_00227_2,Bank Transfer,True,Online Payment
TX_2026_00003390,ID_C00229,M0143,2026-01-07 14:30:48,102.48,EUR,Spain,Málaga,DEV_CUST_00229_1,Bank Transfer,True,Online Payment
TX_2026_00003391,ID_C00229,M0163,2026-01-07 11:00:36,159.02,EUR,Spain,Seville,DEV_CUST_00229_1,Bank Transfer,True,Online Payment
TX_2026_00003392,ID_C00231,M0234,2026-01-07 04:00:17,27.53,EUR,Spain,Valencia,DEV_CUST_00231_1,Online Card,True,Online Payment
TX_2026_00003393,ID_C00232,M0217,2026-01-07 12:53:13,5.04,EUR,Spain,Barcelona,DEV_CUST_00232_1,Online Card,True,Online Payment
TX_2026_00003394,ID_C00234,M0096,2026-01-07 16:25:08,72.55,EUR,Spain,Palma,DEV_CUST_00234_1,Cash Withdrawal,False,Card Payment
TX_2026_00003395,ID_C00235,M0101,2026-01-07 07:04:09,18.03,EUR,Spain,Madrid,DEV_CUST_00235_2,Contactless Card,False,Card Payment
TX_2026_00003396,ID_C00235,M0103,2026-01-07 19:13:32,42.22,EUR,Spain,Murcia,DEV_CUST_00235_2,Digital Wallet,True,Online Payment
TX_2026_00003397,ID_C00235,M0014,2026-01-07 06:11:02,38.14,EUR,Spain,Barcelona,DEV_CUST_00235_3,Contactless Card,False,Card Payment
TX_2026_00003398,ID_C00235,M0163,2026-01-07 15:59:33,52.08,EUR,Spain,Seville,DEV_CUST_00235_2,Chip & PIN,False,Card Payment
TX_2026_00003399,ID_C00236,M0018,2026-01-07 08:46:28,73.6,EUR,Spain,Zaragoza,DEV_CUST_00236_1,Chip & PIN,False,Card Payment
TX_2026_00003400,ID_C00236,M0241,2026-01-07 19:04:29,30.03,EUR,Spain,Madrid,DEV_CUST_00236_2,Contactless Card,False,Card Payment
TX_2026_00003401,ID_C00239,M0106,2026-01-07 08:03:10,46.95,EUR,Spain,Valencia,DEV_CUST_00239_1,Online Card,True,Online Payment
TX_2026_00003402,ID_C00239,M0197,2026-01-07 16:16:01,35.21,EUR,Spain,Málaga,DEV_CUST_00239_3,Chip & PIN,False,Card Payment
TX_2026_00003403,ID_C00240,M0146,2026-01-07 08:26:44,21.1,EUR,Spain,Seville,DEV_CUST_00240_1,Online Card,True,Online Payment
